,id,city_id,type,kr_name,loc_name,title,content,latitude,longitude,address,contact,homepage,how_to_go,available_time,score,created_at,updated_at,coordinate,title_img,facilities,atmosphere
1593,1594,1,4,Kasuga Ryokan,春日旅館,Kasuga Ryokan,accommodation,139.7451467,35.6508639,"3 Chome-43-18 Shiba, Minato City, Tokyo 105-0014 일본 ",+81 3-3451-1443,,대중교통,"체크인 시간: 오후 4:00
체크아웃 시간: 오전 10:00",3.8,2025-03-06 15:51:50,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x1dg\xe4=\xd8wa@\xd1R\x1e\x82O\xd3A@',63a2fd38-6517-4eab-a955-75cfce917a58.jpg,"['Wi-Fi', '조식 포함', '수영장', '음식점', '공항 셔틀 서비스', '피트니스 센터']",
1594,1595,1,4,SEA RESORT HOUSE,SEA RESORT HOUSE,SEA RESORT HOUSE,accommodation,139.7358441,35.6531785,"일본 〒106-0045 Tokyo, Minato City, Azabujuban, 3 Chome−5−7 麻布カジタ 502 マンション ",+81 70-6513-2425,https://rakurakup.airhost.co/ja/houses/538337,대중교통,,0.0,2025-03-06 15:51:50,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x8c\x0e\xed\x08\x8cwa@\xa5\xf9cZ\x9b\xd3A@',92fe1040-5ea0-462e-ab1d-13bfb0570e48.jpg,[],[]
1595,1596,3,2,ginten@cafe,ginten@cafe,ginten@cafe,카페,130.4631228,33.5459807,"2 Chome-1-44 Gintenmachi, Hakata Ward, Fukuoka, 812-0879 일본 ",+81 92-584-0800,,대중교통,"월요일,오후 6:00~오전 1:00, 화요일,오후 6:00~오전 1:00, 수요일,오후 6:00~오전 1:00, 목요일,오후 6:00~오전 1:00, 금요일,오후 6:00~오전 1:00, 토요일,오후 6:00~오전 1:00, 일요일,휴무일",4.5,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x06\x01\xe8\xe6\xd1N`@\xa4_\x11\xb2\xe2\xc5@@',c914a91d-aba8-4650-afd1-4dacbac5e019.jpg,[],"['아늑함', '캐주얼']"
1596,1597,3,2,Music cafe Burgundy,Music cafe Burgundy,Music cafe Burgundy,카페,130.4280945,33.5586085,"1 Chome-4-20 Ohashi, Minami Ward, Fukuoka, 815-0033 일본 ",+81 80-3373-1420,https://www.burgundy-musiccafe.website/,대중교통,,4.5,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x1e\xa3<\xf3\xb2M`@Ab\xbb{\x80\xc7@@',5b03978d-bbc6-453a-818f-76ac2047457a.jpg,[],"['아늑함', '캐주얼']"
1597,1598,3,2,NON GLUTEN CAFE 8302,NON GLUTEN CAFE 8302,NON GLUTEN CAFE 8302,카페,130.4271396,33.5667842,"일본 〒815-0032 Fukuoka, Minami Ward, Shiobaru, 2 Chome−2−2 梅崎ビル 103 ",,https://www.instagram.com/8302_nonglutencafe?igsh=aHVlNWpqcGhob3Jj,대중교통,,4.6,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00s\x9a\xaa \xabM`@\xdcqyb\x8c\xc8@@',5272471d-de39-49af-a2cc-65c3e667e926.jpg,[],"['아늑함', '캐주얼']"
1598,1599,3,2,AN-AROZE CAFE,AN-AROZE CAFE,AN-AROZE CAFE,카페,130.457462,33.5662092,"5 Chome-8-4 Nishitsukiguma, Hakata Ward, Fukuoka, 812-0857 일본 ",+81 90-9491-6967,https://ameblo.jp/035018/,대중교통,,3.8,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x005%Y\x87\xa3N`@\xe0X\x06\x8by\xc8@@',59f803da-4114-4fb6-b13d-5be2642b0bc1.jpg,[],"['아늑함', '캐주얼']"
1599,1600,3,2,Gufo,Cafe gufo(グーフォ),Gufo,카페,130.4458506,33.5441448,"3 Chome-23 Sugukita, Kasuga, Fukuoka 816-0864 일본 ",+81 92-558-6700,https://instagram.com/cafegufocoffee?igshid=YmMyMTA2M2Y=,대중교통,"화요일,오전 9:30~오후 5:00, 수요일,오전 9:30~오후 5:00, 목요일,휴무일, 금요일,오전 9:30~오후 5:00, 토요일,오전 9:30~오후 5:00, 일요일,휴무일, 월요일,오전 9:30~오후 5:00",4.8,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xdd<zhDN`@\xec$l\x89\xa6\xc5@@',460ac549-dfcd-40ab-b263-ca6de6cc5ffe.jpg,[],"['아늑함', '캐주얼']"
1600,1601,3,2,haguru cafe,ハグルカフェ,haguru cafe,카페,130.428731,33.5569214,"일본 〒815-0033 Fukuoka, Minami Ward, Ohashi, 2 Chome−12−12 晃英ビル 2階 ",+81 92-562-2315,https://www.facebook.com/hagurucafe,대중교통,"화요일,오후 12:00~11:00, 수요일,오후 12:00~11:00, 목요일,오후 12:00~11:00, 금요일,오후 12:00~오전 12:00, 토요일,오후 12:00~오전 12:00, 일요일,오후 12:00~11:00, 월요일,휴무일",4.0,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x01\xf9\x12*\xb8M`@\xa5\xb8O3I\xc7@@',efbdf0c3-cb23-4578-acff-fab8717d9603.jpg,[],"['로맨틱', '아늑함', '캐주얼']"
1601,1602,3,2,Cafe Blanc,Cafe Blanc,Cafe Blanc,카페,130.44367,33.5402962,"3 Chome-16-2 Suguminami, Kasuga, Fukuoka 816-0863 일본 ",+81 90-5086-8368,http://cafeblanc.biz/,대중교통,"화요일,오전 11:00~오후 4:30, 수요일,휴무일, 목요일,오전 11:00~오후 4:30, 금요일,오전 11:00~오후 4:30, 토요일,오전 11:00~오후 4:30, 일요일,오전 11:00~오후 4:30, 월요일,오전 11:00~오후 4:30",3.8,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xec\x86m\x8b2N`@\x98\x93\x06m(\xc5@@',b369f2f9-7682-4d41-b5bc-93a988d99215.jpg,[],"['아늑함', '캐주얼']"
1602,1603,3,2,cafeミチルバ,cafeミチルバ,cafeミチルバ,카페,130.4627372,33.5483809,"5 Chome-3-20 Mugino, Hakata Ward, Fukuoka, 812-0882 일본 ",,https://twitter.com/CafeMichiruba,대중교통,"화요일 휴무일, 수요일 오전 11:00~오후 9:00, 목요일 오전 11:00~오후 9:00, 금요일 오전 11:00~오후 9:00, 토요일 오전 11:00~오후 9:00, 일요일 오전 11:00~오후 9:00, 월요일 오전 11:00~오후 9:00",4.5,2025-03-06 15:52:53,,"b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x90\x94>\xbe\xceN`@""\xa0gX1\xc6@@'",9119ac18-7762-49f1-b531-aeadac4dcd59.jpg,[],"['아늑함', '캐주얼']"
1603,1604,3,2,cafe keifu 渓風,cafe keifu 渓風,cafe keifu 渓風,카페,130.4372847,33.5471042,"3 Chome-23-26 Yokote, Minami Ward, Fukuoka, 811-1311 일본 ",+81 92-591-5553,https://www.instagram.com/cafe_keifu/,대중교통,"화요일,오전 11:00~오후 5:00, 수요일,휴무일, 목요일,휴무일, 금요일,오전 11:00~오후 5:00, 토요일,오전 11:00~오후 5:00, 일요일,오전 11:00~오후 5:00, 월요일,오전 11:00~오후 5:00",4.7,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00Q\xb1{<\xfeM`@\x8b@\xab\x82\x07\xc6@@',746b25b8-50d6-44a5-a776-6e815ed54ff2.jpg,[],"['로맨틱', '아늑함', '유행하는 스타일', '조용함', '캐주얼']"
1604,1605,3,2,nico cafe（ニコカフェ）井尻／福岡カフェ・福岡グルメ,nico cafe（ニコカフェ）井尻／福岡カフェ・福岡グルメ,nico cafe（ニコカフェ）井尻／福岡カフェ・福岡グルメ,카페,130.4461938,33.5512812,"3 Chome-13-16 Ijiri, Minami Ward, Fukuoka, 811-1302 일본 ",+81 92-707-9935,https://nico-cafe.jp/,대중교통,"화요일 오전 11:00~오후 9:00, 수요일 휴무일, 목요일 오전 11:00~오후 9:00, 금요일 오전 11:00~오후 9:00, 토요일 오전 11:00~오후 9:00, 일요일 오전 11:00~오후 9:00, 월요일 오전 11:00~오후 9:00",4.0,2025-03-06 15:52:53,,"b""\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb2U88GN`@'s\xe2a\x90\xc6@@""",50f7166a-d73b-4898-b414-654e49f9e302.jpg,[],"['아늑함', '유행하는 스타일', '캐주얼']"
1605,1606,3,2,마누커피,マヌコーヒー 大名店,마누커피,카페,130.3970395,33.5865236,"일본 〒810-0041 Fukuoka, Chuo Ward, Daimyo, 1 Chome−1−3 石井ビル 1F ",+81 92-732-0737,https://www.manucoffee.com/,대중교통,"월요일,오전 9:00~오전 1:00, 화요일,오전 9:00~오전 1:00, 수요일,오전 9:00~오전 1:00, 목요일,오전 9:00~오전 1:00, 금요일,오전 9:00~오전 1:00, 토요일,오전 9:00~오전 1:00, 일요일,오전 9:00~오전 1:00",4.1,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x0cw.\x8c\xb4L`@\x85*\x904\x13\xcb@@',5f16d092-7a8a-4189-97e3-e129fa3978d2.jpg,[],"['아늑함', '유행하는 스타일', '캐주얼']"
1606,1607,3,2,cafe CLARI,cafe CLARI,cafe CLARI,카페,130.38008,33.5778542,"1 Chome-14-2 Tani, Chuo Ward, Fukuoka, 810-0031 일본 ",+81 80-6408-2356,,대중교통,,4.9,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa3;\x88\x9d)L`@\x99m] \xf7\xc9@@',84478f79-fd60-41ee-8e30-bfdcba3e2a4e.jpg,[],"['아늑함', '캐주얼']"
1607,1608,3,2,코히비미,珈琲 美美（びみ）,코히비미,카페,130.3825088,33.5827021,"2 Chome-6-27 Akasaka, Chuo Ward, Fukuoka, 810-0042 일본 ",+81 92-713-6024,http://cafebimi.com/,대중교통,"화요일,휴무일, 수요일,오후 12:00~5:00, 목요일,오후 12:00~5:00, 금요일,오후 12:00~5:00, 토요일,오후 12:00~5:00, 일요일,오후 12:00~5:00, 월요일,휴무일",4.5,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xd5M\x18\x83=L`@\xbfg\x7f\xfb\x95\xca@@',7e4eda81-fd0d-4f78-af2a-32fbbe19daae.jpg,[],"['로맨틱', '아늑함', '조용함', '캐주얼']"
1608,1609,3,2,커피맨,COFFEEMAN Roasting & Planning Café,커피맨,카페,130.3782268,33.5741793,"일본 〒810-0044 Fukuoka, Chuo Ward, Ropponmatsu, 4 Chome−5−23 路地奥 ",+81 92-738-7051,https://coffeemanonline.stores.jp/,대중교통,"화요일,오전 9:00~오후 7:00, 수요일,오전 9:00~오후 7:00, 목요일,오전 9:00~오후 7:00, 금요일,오전 9:00~오후 7:00, 토요일,오전 9:00~오후 7:00, 일요일,오전 9:00~오후 7:00, 월요일,휴무일",4.5,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x10\x0f\x17o\x1aL`@$\xc5\x11\xb5~\xc9@@',fb62e8c8-dd62-402a-a8f0-7097b3b492d2.jpg,[],"['아늑함', '유행하는 스타일', '조용함', '캐주얼']"
1609,1610,3,2,Cafe & Bar Hug,Cafe & Bar Hug,Cafe & Bar Hug,카페,130.4000262,33.5862309,"일본 〒810-0021 Fukuoka, Chuo Ward, Imaizumi, 1 Chome−13−11 エトランゼX天神 2階 ",+81 92-711-0066,https://instagram.com/hug_fukuoka?igshid=YmMyMTA2M2Y=,대중교통,"월요일,오후 6:00~오전 3:30, 화요일,오후 6:00~오전 3:30, 수요일,오후 6:00~오전 3:30, 목요일,오후 6:00~오전 3:30, 금요일,오후 6:00~오전 3:30, 토요일,오전 11:30~오전 3:30, 일요일,오전 11:30~오전 3:30",4.6,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00b\xd1\xbe\x03\xcdL`@\xcb\xb37\x9d\t\xcb@@',1e666eab-75fa-49e6-b5ba-9953c4f5afd5.jpg,[],"['로맨틱', '아늑함', '캐주얼']"
1610,1611,3,2,Hedera cafe,Hedera cafe,Hedera cafe,카페,130.3950595,33.5870107,"1 Chome-11-29 Daimyo, Chuo Ward, Fukuoka, 810-0041 일본 ",,,대중교통,,4.2,2025-03-06 15:52:53,,"b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00,\x0f\xd2S\xa4L`@ws\xa7*#\xcb@@'",8d83d62e-9b88-42f7-bbfe-a76e867d8d3f.jpg,[],"['아늑함', '캐주얼']"
1611,1612,3,2,Tweeny Heart Cafe,Tweeny Heart Cafe,Tweeny Heart Cafe,카페,130.3960157,33.5843899,"일본 〒810-0021 Fukuoka, Chuo Ward, 4, 今泉2丁目4-23 ぴっぴーハウス3F ",+81 92-734-4511,https://x.com/cafetweeny,대중교통,"화요일,오후 2:00~10:00, 수요일,오후 2:00~10:00, 목요일,오후 2:00~10:00, 금요일,오후 2:00~11:00, 토요일,오후 12:00~11:00, 일요일,오후 12:00~11:00, 월요일,오후 2:00~10:00",4.4,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00{\x06\x1e)\xacL`@mN\xcaI\xcd\xca@@',157e4c29-38cd-4f0e-aad6-e9d3acfd32b7.jpg,[],"['아늑함', '유행하는 스타일', '캐주얼']"
1612,1613,3,2,RONDO cafe,RONDO cafe,RONDO cafe,카페,130.3864251,33.5906858,"2 Chome-9-2 Otemon, Chuo Ward, Fukuoka, 810-0074 일본 ",,https://twitter.com/rondocafe,대중교통,"화요일,오후 12:00~8:00, 수요일,오후 12:00~8:00, 목요일,오후 12:00~8:00, 금요일,오후 12:00~8:00, 토요일,오후 12:00~8:00, 일요일,휴무일, 월요일,오후 12:00~8:00",4.7,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00P\xdb+\x98]L`@\x16\x9b\xa0\x97\x9b\xcb@@',62d55b3c-dc41-449c-a7db-3f309c6c6908.jpg,[],"['아늑함', '조용함', '캐주얼']"
1613,1614,3,2,카페 델 솔,Cafe del SOL,카페 델 솔,카페,130.3966062,33.5877634,"일본 〒810-0041 Fukuoka, Chuo Ward, Daimyo, 1 Chome−14−5 有光ビル 2階 ",+81 92-791-6708,http://www.instagram.com/cafedelsol_fukuoka/,대중교통,"화요일,오전 10:00~오후 6:00, 수요일,오전 10:00~오후 6:00, 목요일,오전 10:00~오후 6:00, 금요일,오전 10:00~오후 6:00, 토요일,오전 10:00~오후 6:00, 일요일,오전 10:00~오후 6:00, 월요일,오전 10:00~오후 6:00",4.1,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x82L|\xff\xb0L`@\x94d\xc2\xd4;\xcb@@',1897881b-a9e8-4bf3-8329-6c8f7494744c.jpg,[],"['로맨틱', '아늑함', '유행하는 스타일', '캐주얼']"
1614,1615,3,2,Kona-Cafe,Kona-Cafe,Kona-Cafe,카페,130.3759357,33.5904262,"일본 〒810-0062 Fukuoka, Chuo Ward, Arato, 2 Chome−1−12 1F ",+81 92-752-1237,,대중교통,"화요일,오후 5:00~오전 12:00, 수요일,휴무일, 목요일,오후 5:00~오전 12:00, 금요일,오후 5:00~오전 12:00, 토요일,오후 5:00~오전 12:00, 일요일,오후 3:00~오전 12:00, 월요일,오후 5:00~오전 12:00",4.8,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xc4\x1cN\xaa\x07L`@\xcd\xd9\xf1\x15\x93\xcb@@',225a0ff0-690f-4fe2-bffd-bbd0b129223f.jpg,[],"['아늑함', '캐주얼']"
1615,1616,3,2,데이즈 컵 카페,デイズカップカフェ,데이즈 컵 카페,카페,130.3790764,33.5805867,"1 Chome-3-13 Ropponmatsu, Chuo Ward, Fukuoka, 810-0044 일본 ",+81 92-233-5248,http://dayscupcafe.jimdo.com/,대중교통,"화요일,오전 11:30~오후 6:00, 수요일,휴무일, 목요일,휴무일, 금요일,오전 11:30~오후 6:00, 토요일,오전 11:30~오후 6:00, 일요일,휴무일, 월요일,오전 11:30~오후 6:00",4.6,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xef\x95\xd4d!L`@\x0c\x7f<\xaaP\xca@@',64674b40-852a-4a69-a1f4-b17ce29a6a4a.jpg,[],"['로맨틱', '아늑함', '유행하는 스타일', '캐주얼']"
1616,1617,3,2,cafe KIKUYA,cafe KIKUYA,cafe KIKUYA,카페,130.4090295,33.5912382,"1 Chome-3-14 Nakasu, Hakata Ward, Fukuoka, 810-0801 일본 ",+81 92-292-7769,https://r.gnavi.co.jp/82d5a5xv0000/,대중교통,"월요일,오전 10:30~오전 3:00, 화요일,오전 10:30~오전 3:00, 수요일,오전 10:30~오전 3:00, 목요일,오전 10:30~오전 3:00, 금요일,오전 10:30~오전 3:00, 토요일,오전 10:30~오전 3:00, 일요일,오전 10:30~오후 9:00",4.3,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00-\xb3\x08\xc5\x16M`@\xad\x92~\xb1\xad\xcb@@',130c058d-3681-4a22-a526-df4b356490df.jpg,[],"['아늑함', '유행하는 스타일', '캐주얼']"
1617,1618,3,2,CHOA CAFE,CHOA CAFE,CHOA CAFE,카페,130.4041553,33.5911708,"일본 〒810-0002 Fukuoka, Chuo Ward, Nishinakasu, 6−14 ＭＫ ＴＯＷＮＳ ２－Ｂ ",+81 50-8885-4884,https://www.instagram.com/choa_cafe_?igsh=MXBlZGtoNXk1NHFqNg%3D%3D&utm_source=qr,대중교통,,3.4,2025-03-06 15:52:53,,"b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00*\x80\x18\xd7\xeeL`@\xd2,\x1a|\xab\xcb@@'",a370ca20-aa98-489f-889e-8a8ec1c4ebee.jpg,[],"['아늑함', '캐주얼']"
1618,1619,3,2,Cafe Meeple (Tenjin Branch),Cafe Meeple (Tenjin Branch),Cafe Meeple (Tenjin Branch),카페,130.3975755,33.5928485,"Morooka Bldg, 4F, Tenjin 3-2-27 Chuoku, 2, Chuo Ward, Fukuoka, 810-0001 일본 ",+81 90-6406-5044,http://cafemeeple.jp/#fukuoka,대중교통,"화요일,오후 2:00~11:00, 수요일,오후 2:00~11:00, 목요일,휴무일, 금요일,오후 2:00~11:00, 토요일,오후 1:00~11:00, 일요일,오후 1:00~11:00, 월요일,오후 2:00~11:00",4.9,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x1bFA\xf0\xb8L`@\xc8}\xabu\xe2\xcb@@',f71ec81d-3008-43dc-8676-c41ba0af152c.jpg,[],"['아늑함', '캐주얼']"
1619,1620,3,2,Cafe George`s,Cafe George`s,Cafe George`s,카페,130.4153405,33.5927955,"일본 〒812-0011 Fukuoka, Hakata Ward, Hakata Ekimae, 2 Chome−20−15 １Ｆ ",+81 92-451-4010,,대중교통,"월요일,오전 11:30~오전 1:00, 화요일,오전 11:30~오전 1:00, 수요일,오전 11:30~오전 1:00, 목요일,오전 11:30~오전 1:00, 금요일,오전 11:30~오전 1:00, 토요일,오후 6:00~오전 1:00, 일요일,오전 11:00~오후 9:00",4.3,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x8a\x06)xJM`@\xa5\xdb\x12\xb9\xe0\xcb@@',fc189820-ee00-45c6-bb8e-c286f66be20e.jpg,[],"['아늑함', '캐주얼']"
1620,1621,3,2,コンセプトカフェ NANA CAFE,コンセプトカフェ NANA CAFE,コンセプトカフェ NANA CAFE,이자카야,130.4061386,33.589672,"일본 〒810-0003 Fukuoka, Chuo Ward, Haruyoshi, 3 Chome−11−19 パノラマスクエア博多 2階 ",+81 92-600-4015,https://www.pokepara.jp/fukuoka/m402/a408/shop19555/,대중교통,"월요일,오후 8:00~오전 5:00, 화요일,오후 8:00~오전 5:00, 수요일,오후 8:00~오전 5:00, 목요일,오후 8:00~오전 5:00, 금요일,오후 8:00~오전 5:00, 토요일,오후 8:00~오전 5:00, 일요일,휴무일",4.8,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x95\x94`\x16\xffL`@\xf7\xaeA_z\xcb@@',bc7d17fd-d177-46ab-900a-e94f18c3c67c.jpg,[],"['아늑함', '캐주얼']"
1621,1622,3,2,Shisha Cafe Geisha,GEISHA,Shisha Cafe Geisha,물담배,130.4055896,33.5925106,"일본 〒810-0801 Fukuoka, Hakata Ward, Nakasu, 4 Chome−5−6 Vort中洲 8F ",+81 92-402-2567,https://geishagg.com/,대중교통,"월요일,오후 3:00~오전 3:00, 화요일,오후 3:00~오전 3:00, 수요일,휴무일, 목요일,오후 3:00~오전 3:00, 금요일,오후 3:00~오전 3:00, 토요일,오후 3:00~오전 3:00, 일요일,오후 3:00~11:00",4.8,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00!s\n\x97\xfaL`@D\xc4(c\xd7\xcb@@',a1c797d3-a3b5-47d2-b330-92fe619c78bf.jpg,[],
1622,1623,3,2,Concept cafe &Girls bar Wynn,Concept cafe &Girls bar Wynn,Concept cafe &Girls bar Wynn,이자카야,130.4051531,33.5899214,"일본 〒810-0002 Fukuoka, Chuo Ward, Nishinakasu, 1−18 関ビル ２F ",+81 92-791-7855,https://www.pokepara.jp/fukuoka/m402/a408/shop16724/,대중교통,"월요일,오후 4:00~오전 5:00, 화요일,오후 4:00~오전 5:00, 수요일,오후 4:00~오전 5:00, 목요일,오후 4:00~오전 5:00, 금요일,오후 4:00~오전 5:00, 토요일,오후 4:00~오전 5:00, 일요일,오후 4:00~오전 12:00",4.5,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf0K\xa2\x03\xf7L`@\xf3\x1a`\x8b\x82\xcb@@',5b9186a1-03f4-47cf-a269-ed8366ac7313.jpg,[],"['아늑함', '캐주얼']"
1623,1624,3,2,카페 무지,Café MUJI キャナルシティ博多,카페 무지,카페,130.4104786,33.5907146,"福岡市博多区住吉１－２－１ ノースビル・３Ｆ, Fukuoka 812-0018 일본 ",+81 92-263-6355,https://www.muji.com/jp/ja/shop/detail/045741?sc_cid=google_map_045741_shop&utm_campaign=045741_shop&utm_medium=map&utm_source=google,대중교통,"화요일,오전 10:00~오후 9:00, 수요일,오전 10:00~오후 9:00, 목요일,오전 10:00~오후 9:00, 금요일,오전 10:00~오후 9:00, 토요일,오전 10:00~오후 9:00, 일요일,오전 10:00~오후 9:00, 월요일,오전 10:00~오후 9:00",4.1,2025-03-06 15:52:53,,"b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa7V\x04\xa4""M`@\x86""8\x89\x9c\xcb@@'",ed6935a7-3ab9-4aae-bd14-4b9f72d32930.jpg,[],"['아늑함', '유행하는 스타일', '캐주얼']"
1624,1625,3,2,Cafe de Crie,カフェ・ド・クリエ博多大博通店,Cafe de Crie,카페,130.416255,33.5923222,"일본 〒812-0011 Fukuoka, Hakata Ward, Hakata Ekimae, 2 Chome−19−22 ＫＦＧ福岡ビル １Ｆ ",+81 92-710-4727,https://c-united.co.jp/store/detail/001550/?utm_source=gmb&utm_medium=click&utm_campaign=1550,대중교통,"화요일,오전 7:00~오후 9:00, 수요일,오전 7:00~오후 9:00, 목요일,오전 7:00~오후 9:00, 금요일,오전 7:00~오후 9:00, 토요일,오전 8:00~오후 9:00, 일요일,오전 8:00~오후 9:00, 월요일,오전 7:00~오후 9:00",4.0,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00}y\x01\xf6QM`@\xee\xd8\xbe6\xd1\xcb@@',3b49ac83-1c6e-45b1-90f8-0a13739d4835.jpg,[],"['아늑함', '캐주얼']"
1625,1626,3,2,MUSEUM CAFE by IENA COFFEE,MUSEUM CAFE by IENA COFFEE,MUSEUM CAFE by IENA COFFEE,카페,130.4060948,33.5948282,"일본 〒812-0027 Fukuoka, Hakata Ward, Shimokawabatamachi, 3−1 大博センタービル 7F リバレイン ",+81 92-263-1100,http://faam.city.fukuoka.lg.jp/use/use_faam.html,대중교통,"화요일,오전 11:00~오후 6:00, 수요일,휴무일, 목요일,오전 11:00~오후 6:00, 금요일,오전 11:00~오후 6:00, 토요일,오전 11:00~오후 6:00, 일요일,오전 11:00~오후 6:00, 월요일,오전 11:00~오후 6:00",4.1,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00l\xa2\x85\xba\xfeL`@\x89\xde\x98T#\xcc@@',e0cbd278-52e0-4431-b2f6-fd18b8a19efe.jpg,[],"['아늑함', '캐주얼']"
1626,1627,3,2,카페 미엘,カフェ・ミエル,카페 미엘,카페,130.41844,33.5900821,"일본 〒812-0011 Fukuoka, Hakata Ward, Hakata Ekimae, 2 Chome−2−1 Fukuoka Center Building, 地下2階 ",+81 92-441-2757,http://www.honeycoffee.com/,대중교통,"화요일,오전 9:00~오후 7:00, 수요일,오전 9:00~오후 7:00, 목요일,오전 9:00~오후 7:00, 금요일,오전 9:00~오후 7:00, 토요일,오전 9:00~오후 6:00, 일요일,오전 9:00~오후 6:00, 월요일,오전 9:00~오후 7:00",4.5,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xd3jH\xdccM`@=\xbal\xcf\x87\xcb@@',0f240932-3160-4d81-bc03-34e87e84ac1e.jpg,[],"['로맨틱', '아늑함', '인기 급상승', '조용함', '캐주얼']"
1627,1628,3,2,snow sugar cafe 〜スノシュガ〜,snow sugar cafe 〜スノシュガ〜,snow sugar cafe 〜スノシュガ〜,카페,130.443858,33.6607761,"일본 〒813-0013 Fukuoka, Higashi Ward, Kashii Ekimae, 1 Chome 21-34 2F ",,https://sp.pokepara.jp/fukuoka/m407/a465/shop17089/,대중교통,"월요일,오후 8:00~오전 12:00, 화요일,오후 8:00~오전 12:00, 수요일,오후 8:00~오전 12:00, 목요일,휴무일, 금요일,오후 8:00~오전 12:00, 토요일,오후 8:00~오전 12:00, 일요일,오후 8:00~오전 12:00",4.9,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00-B\xb1\x154N`@=\xbd\xadO\x94\xd4@@',54a77004-b477-4eba-bbf2-399836e7e779.jpg,[],"['아늑함', '캐주얼']"
1628,1629,3,2,＆ cafe and bar,＆ cafe and bar,＆ cafe and bar,카페,130.4272614,33.6476698,"일본 〒813-0043 Fukuoka, Higashi Ward, Najima, 3 Chome−32−8 ラッキービル名島 ",+81 90-3990-0050,https://instagram.com/cafe.and.bar.najima?igshid=MzMyNGUyNmU2YQ==,대중교통,"월요일,오후 7:00~오전 12:00, 화요일,오후 7:00~오전 12:00, 수요일,오후 7:00~오전 12:00, 목요일,휴무일, 금요일,오후 7:00~오전 12:00, 토요일,오후 7:00~오전 12:00, 일요일,휴무일",4.8,2025-03-06 15:52:53,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xfbz\x19 \xacM`@\xae\xcd\x10\xd8\xe6\xd2@@',04d2c0c8-8e5f-423a-9682-f28408e1e36e.jpg,[],"['아늑함', '캐주얼']"
